ID,Label,pI,hydrophobicity_Cid,hydrophobicity_Jones,hydrophobicity_Ponnuswamy,hydrophobicity_Welling,hydrophobicity_Wilson,hydrophobicity_Zimmerman,hmoment,charge,mw,Aliphatic,Acidic,X.Tiny,X.Small,X.Aliphatic,X.Polar,X.Acidic,Electronic_Properties,Electrophilicity,Hardness,H_bonding,Hydrophobicity_index,Bulky_properties.,Compositional_characteristic_index,Local_flexibility,Electronic_properties,Penetration.Depth,Propensity.to.in.vitro.Aggregation,Angle.Subtended.by.the.Hydrophobic.Residues,Amphiphilicity.Index,Propensity.to.PPII.coil,ChargeDensity,InstabilityInd,Aromaticity,HydrophRatio,AASI,ABHPRK,argos,bulkiness,cougar,Ez,flexibility,levitt_alpha,MSS,pepcats,PPCALI,refractivity,t_scale,z3
ExtVal_27,0,6.3,0.0722,1.1924,0.6518,-0.4458,1.97,1.1062,0.556158459,-1.100396823,5750.49564,8,4,40,54,16,44,8,0.3112,-0.0664,-0.307,0.066,-0.07196,-0.23358,-0.17998,-0.22072,0.02018,17,54.33,40,1.07,1.03,-0.0003158,47.402,0.12,0.34,2.27,1.06,-0.0604,0.59574,2.80558,19.2894,0.52578,1.0148,19.712234,2.16,-1.07139036,0.4405549,-2.4334,0.3866
ExtVal_28,0,10.32,-0.020588235,1.116176471,0.497941176,0.217058824,1.435294118,1.145294118,0.608528368,4.871709284,3417.00434,13,0,50,58.824,38.235,35.294,0,-0.029705882,-0.245588235,0.362058824,0.245588235,-0.0905,-0.383058824,0.637352941,-0.186705882,-0.072529412,20,3.15,40,0.76,0.92,0.001368753,16.20588235,0.088235294,0.5,2.12470588,0.82352941,0.18470588,0.55252941,2.77017647,18.45617647,0.51841176,1.07941176,16.47822941,1.64705882,-0.64802178,0.32478804,-11.81294118,-0.89529412
ExtVal_29,0,11.52,0.3255,1.8425,0.6035,0.0145,1.85,1.671,0.434786162,7.872549764,2538.20294,4,0,20,25,20,50,0,-0.75,0.655,-0.0775,0.3475,-0.06195,0.2589,0.07105,0.0606,0.69455,16,0,60,1.63,1.08,0.003025396,19.85,0.15,0.4,1.8785,1.45,0.063,0.7214,2.13095,19.687,0.57495,1.054,20.625925,2.3,-0.03934191,0.53916059,0.7825,-0.5215
ExtVal_30,0,9.89,0.153617021,1.523191489,0.546170213,-0.182340426,2.078723404,1.329361702,0.514614364,2.995923703,5464.22454,12,4,27.66,48.936,25.532,42.553,8.511,-0.212978723,-0.208510638,0.101489362,0.067446809,-0.246212766,0.088702128,0.347851064,-0.187978723,0.003042553,17,709.02,40,1.45,1,0.000545371,13.0787234,0.212765957,0.319148936,2.18680851,1.29787234,-0.10765957,0.64744681,2.85021277,19.41,0.58957447,0.97297872,19.05211489,1.93617021,0.62290466,0.40420029,-2.04042553,-0.69361702
ExtVal_34,0,10.39,0.360588235,1.609411765,0.771176471,0.525294118,1.541176471,1.416470588,0.462548544,5.053819188,2027.48224,5,0,29.412,41.176,29.412,41.176,0,-0.45,0.938235294,-0.274705882,0.358235294,-0.298882353,-0.012647059,-0.06,-0.330117647,0.515529412,26,0,100,1.88,0.99,0.002348247,6.664705882,0.117647059,0.411764706,2.21529412,1.23529412,-0.25941176,0.65776471,2.53888235,17.02529412,0.46064706,1.06941176,19.48665882,2.41176471,-0.41917629,0.49324352,-1.55647059,-0.04647059
ExtVal_35,0,11.06,0.453529412,1.91,0.858235294,-0.174117647,2.605882353,1.261764706,0.56924379,5.87284811,2251.78764,3,0,17.647,29.412,17.647,41.176,0,-0.735294118,0.968235294,-0.546470588,0.236470588,-0.262235294,0.355529412,-0.237058824,-0.388529412,0.687941176,15,0,140,2.45,1,0.00252246,-6.705882353,0.235294118,0.352941176,2.13882353,1.41176471,-0.20529412,0.73341176,2.43182353,17.74529412,0.50241176,1.04235294,20.52454706,2.35294118,1.39815942,0.59635413,5.32470588,-0.54411765
ExtVal_36,0,10.67,0.231764706,1.394705882,0.821764706,0.311764706,2.029411765,1.452352941,0.393626229,4.872851421,1816.34044,7,0,35.294,52.941,41.176,35.294,0,-0.873529412,0.021176471,-0.095882353,0.346470588,-0.318470588,-0.230411765,0.577647059,-0.203235294,0.513882353,15,0,90,1.01,0.91,0.002576624,-17.25294118,0,0.529411765,2.13117647,1,0.15823529,0.67376471,2.67529412,18.44,0.53176471,1.05647059,17.75995294,1.76470588,-0.44533241,0.41051991,-8.68294118,-1.98764706
ExtVal_37,0,12.71,0.314444444,1.627777778,0.616666667,0.725555556,1.455555556,1.089444444,0.923180119,7.270104948,2542.98944,3,0,11.111,16.667,16.667,61.111,0,-1.119444444,1.799444444,-0.142222222,0.365,-0.353888889,0.514722222,-0.244555556,-0.144888889,0.863055556,16,0,140,2.49,1.03,0.002797538,49.37222222,0.222222222,0.222222222,2.15444444,1.72222222,-0.20944444,0.70388889,2.0425,17.25666667,0.4675,1.07111111,20.99826667,2.72222222,0.39063708,0.57696528,6.79777778,0.58333333
ExtVal_38,0,9.29,0.361666667,1.492777778,1.196111111,-0.64,3.15,1.263888889,0.642298528,5.625824413,2205.74524,2,0,44.444,50,11.111,33.333,0,0.090555556,0.731666667,-1.065,0.372222222,0.017944444,-0.262111111,-0.608611111,-0.482,0.9215,24,0,80,1.27,1.05,0.002296271,34.5,0.111111111,0.5,1.96777778,1,-0.09333333,0.60211111,2.139,18.84333333,0.54844444,0.98611111,19.53149444,2.38888889,-1.81447544,0.61932753,-2.15055556,0.63277778
ExtVal_39,0,7.83,0.258064516,1.456774194,0.929032258,-0.693225806,2.951612903,1.475483871,0.339017282,1.626467333,3307.98304,8,1,41.935,64.516,25.806,32.258,3.226,0.381935484,-0.384193548,-0.248387097,0.140967742,0.007032258,-0.373516129,0.044451613,-0.073967742,0.149903226,11,13.03,60,0.52,1.09,0.000321344,28.76129032,0.064516129,0.483870968,1.9916129,0.90322581,0.04129032,0.63409677,2.77190323,20.26967742,0.5806129,0.94677419,19.3142871,1.83870968,-1.08717766,0.43572279,-8.1783871,-0.59258065
ExtVal_40,0,10.2,-0.059375,0.995625,0.670625,-0.42625,1.675,1.0284375,0.673717609,6.718793727,3745.33014,4,1,43.75,53.125,12.5,59.375,3.125,-0.069375,0.055625,-0.275625,0.3525,-0.1474375,-0.344125,-0.2040625,-0.239,0.63715625,23,21.83,60,0.7,1.06,0.001630835,112.703125,0.03125,0.34375,2.06125,1.09375,-0.106875,0.55990625,2.22428125,19.6153125,0.64834375,0.9796875,19.60912812,2.25,-2.12263291,0.47819921,-3.9159375,0.9528125
ExtVal_41,0,8.77,0.31,1.316666667,1.270555556,-0.674444444,3.155555556,1.327777778,0.53751156,4.626119447,2105.62244,3,0,50,55.556,16.667,33.333,0,0.051111111,0.336666667,-0.969444444,0.35,0.113,-0.387722222,-0.426833333,-0.391333333,0.902555556,19,0,80,0.68,1.04,0.001931014,65.36111111,0.055555556,0.555555556,1.94777778,0.88888889,0.07888889,0.60144444,2.22261111,19.52777778,0.55538889,0.98055556,19.35805,2.22222222,-2.45783761,0.57487525,-5.52111111,0.09777778
ExtVal_42,0,10.39,0.169705882,1.352647059,0.826176471,-0.217941176,2.494117647,1.407058824,0.675939407,8.716502831,4030.89234,6,1,35.294,41.176,17.647,38.235,2.941,-0.444117647,0.353823529,-0.501764706,0.321470588,-0.082647059,-0.151852941,-0.025941176,-0.196264706,0.624088235,30,0.58,40,1.17,0.99,0.002010231,28.05294118,0.088235294,0.382352941,2.02823529,1.11764706,-0.00294118,0.60020588,2.31188235,19.39411765,0.61629412,0.97617647,18.13547353,2.14705882,-2.42922133,0.50625164,-5.36294118,-0.14117647
ExtVal_43,0,7.84,0.1721875,1.198125,0.8721875,-0.4496875,2.4625,1.2846875,0.365556227,1.807168132,3714.27484,4,1,50,56.25,12.5,43.75,3.125,0.4025,-0.0125,-0.6084375,0.18625,0.104375,-0.251625,-0.25765625,-0.281875,0.3354375,16,5.45,80,0.83,1.06,0.000308001,75.959375,0.15625,0.40625,2.113125,1.0625,0.030625,0.60334375,2.61603125,19.794375,0.49728125,0.981875,20.38999063,2.34375,-1.64260291,0.48620092,-4.3509375,0.2240625
ExtVal_44,0,8.12,0.125862069,1.401724138,0.676896552,-0.484482759,2.717241379,1.467586207,0.363309607,2.625613608,3135.75884,5,1,44.828,62.069,17.241,31.034,3.448,0.360689655,-0.186551724,-0.347931034,0.198965517,0.008344828,-0.409068966,-0.011862069,0.052137931,0.12662069,19,0,50,0.81,1.1,0.000657257,58.75862069,0.068965517,0.379310345,1.91896552,0.89655172,-0.00206897,0.60158621,2.54668966,20.12862069,0.60910345,0.9262069,18.45514828,1.93103448,-2.30128219,0.4486245,-10.52758621,-0.06896552
ExtVal_45,0,8.1,0.095714286,1.123714286,0.786,-0.414857143,2.14,1.217714286,0.573177067,2.807164821,4058.64564,4,1,51.429,57.143,11.429,48.571,2.857,0.268857143,-0.036,-0.553428571,0.225428571,0.045257143,-0.263571429,-0.218571429,-0.254857143,0.399171429,17,5.42,60,0.83,1.07,0.000528256,70.30571429,0.142857143,0.371428571,2.11,1.08571429,-0.00228571,0.59748571,2.56082857,19.68057143,0.52368571,0.972,20.34951714,2.34285714,-1.5509602,0.47409896,-5.01028571,0.21314286
ExtVal_46,0,4.43,-0.149012346,1.033950617,0.407037037,-0.078641975,1.42345679,1.084691358,0.573177067,-5.182432731,8966.79854,19,12,41.975,56.79,23.457,50.617,14.815,0.183209877,-0.535925926,0.102592593,0.022222222,-0.210444444,-0.314135802,0.196061728,-0.025037037,-0.063333333,30,29.65,30,0.68,1.02,-0.000652857,60.50123457,0.098765432,0.37037037,2.21790123,1.09876543,-0.02382716,0.57590123,2.69360494,19.40148148,0.57866667,1.05148148,18.98730988,1.95061728,-0.34821468,0.37938652,-4.06555556,0.43135802
ExtVal_48,0,8.14,0.02275,0.9885,0.75025,-0.15875,1.895,1.0495,0.532568977,2.807245288,4080.68084,12,1,52.5,70,30,37.5,2.5,0.2755,-0.1855,-0.0465,0.242,-0.05565,-0.5488,0.20925,-0.3237,0.046975,16,4.12,60,0.47,0.96,0.000526139,16.605,0.025,0.45,2.16575,0.775,0.039,0.534,2.753,19.195,0.54475,0.99125,17.3704225,1.8,-2.07719734,0.37002116,-10.82,-0.0575
ExtVal_49,0,8.14,0.00225,0.96925,0.729,-0.2335,1.9325,1.03125,0.532568977,2.807245288,4066.65394,11,1,52.5,70,27.5,37.5,2.5,0.2695,-0.2025,-0.0885,0.2465,-0.06595,-0.564975,0.2053,-0.35315,0.033325,16,0,60,0.47,0.94,0.000527953,14.4825,0.025,0.425,2.18525,0.775,0.011,0.522925,2.78775,19.32625,0.5635,0.973,17.0701725,1.775,-2.18300809,0.36747002,-11.16975,-0.089
ExtVal_67,0,11.11,-0.120652174,1.150217391,0.405217391,-0.234130435,1.519565217,1.148043478,0.572985421,7.7210054,5217.07694,8,3,32.609,58.696,17.391,45.652,6.522,-0.166304348,0.194565217,0.052173913,0.241956522,-0.423021739,-0.39273913,-0.081369565,0.29176087,0.401413043,30,0,40,0.73,1.13,0.001362647,111.1152174,0,0.326086957,1.94869565,1.04347826,-0.16630435,0.58343478,2.14663043,18.76913043,0.66293478,0.96456522,18.33277826,1.93478261,-1.54612944,0.42509635,-8.66282609,0.79717391
ExtVal_113,1,8.69,0.446666667,1.593888889,1.261111111,-0.665,3.605555556,1.382777778,0.605314187,4.624977311,2212.73374,2,0,44.444,50,11.111,27.778,0,0.308888889,0.623333333,-1.137222222,0.306111111,0.1045,-0.193388889,-0.617,-0.5255,0.786,14,163.57,140,1.41,1.05,0.001836185,-18.28888889,0.166666667,0.5,1.97333333,1,-0.07833333,0.6135,2.27244444,19.02388889,0.523,0.97277778,19.81771667,2.44444444,-2.04896982,0.62568906,-1.65333333,0.57611111
ExtVal_114,1,9.15,0.361666667,1.492777778,1.196111111,-0.64,3.15,1.263888889,0.663179642,5.625824413,2205.74524,2,0,44.444,50,11.111,33.333,0,0.090555556,0.731666667,-1.065,0.372222222,0.017944444,-0.262111111,-0.608611111,-0.482,0.9215,15,0,120,1.27,1.05,0.002296271,22.92777778,0.111111111,0.5,1.96777778,1,-0.09333333,0.60211111,2.139,18.84333333,0.54844444,0.98611111,19.53149444,2.38888889,-1.81447544,0.61932753,-2.15055556,0.63277778
ExtVal_122,1,8.11,-0.048181818,0.935227273,0.632045455,-0.240681818,1.679545455,0.8875,0.39846788,1.838995353,4330.76894,14,0,54.545,86.364,31.818,36.364,0,0.401136364,-0.350454545,0.163181818,0.220909091,-0.318477273,-0.586022727,0.282909091,-0.293772727,-0.068272727,21,3.96,50,0.56,1,0.00032581,5.418181818,0.068181818,0.409090909,2.15863636,0.72727273,-0.15681818,0.53545455,2.84706818,18.09272727,0.54070455,0.93545455,17.306675,1.68181818,-0.75286993,0.31190817,-13.82886364,-0.17522727
ExtVal_129,1,4.24,-0.158235294,1.235882353,0.212117647,-0.376,1.018823529,1.214823529,0.735896231,-8.862955231,9622.53514,17,19,24.706,45.882,20,57.647,22.353,-0.105529412,-0.733764706,0.236352941,-0.057176471,-0.362694118,-0.165823529,0.280858824,-0.020870588,-0.270905882,30,14.58,20,0.92,0.97,-0.000943938,29.90235294,0.082352941,0.258823529,2.34329412,1.31764706,-0.25494118,0.60115294,2.89608235,20.194,0.67008235,1.03423529,19.04126,1.85882353,0.75508163,0.36549149,0.63988235,0.31658824
ExtVal_93,1,12.19,0.693846154,2.494615385,0.736153846,0.117692308,2.6,1.169230769,0.432249398,5.996797541,2000.47144,2,0,0,0,15.385,46.154,0,-1.323846154,1.967692308,-0.457692308,0.246923077,-0.081692308,1.079153846,-0.268153846,-0.345384615,0.651538462,15,0,110,4.17,0.99,0.002992842,61.57692308,0.384615385,0.153846154,2.05,1.84615385,-0.14923077,0.83523077,2.16284615,17.72,0.45515385,1.08153846,22.0794,2.69230769,2.72731837,0.7035215,15.28,-0.48
ExtVal_97,1,4.88,-0.127843137,1.071960784,0.398039216,-0.139215686,1.305882353,1.079803922,0.398549963,-3.182651489,5773.36534,10,9,35.294,56.863,19.608,52.941,17.647,0.290196078,-0.418627451,-0.04254902,0.01254902,-0.377509804,-0.349686275,-0.051705882,-0.120529412,-0.036607843,30,0.67,40,0.81,1.02,-0.000667205,50.82352941,0.078431373,0.37254902,2.29019608,1.1372549,-0.23176471,0.58298039,2.64380392,18.89313725,0.55792157,1.07803922,19.61396078,2.09803922,0.03118785,0.41501501,-0.45254902,1.15843137
ExtVal_98,1,9.73,0.018095238,1.484285714,0.21952381,-0.080238095,1.285714286,1.315714286,0.464052773,7.806818213,4827.77614,3,3,33.333,45.238,7.143,47.619,7.143,0.141190476,0.411904762,-0.23,0.263095238,-0.233690476,-0.241738095,-0.146261905,-0.068785714,0.093571429,30,0,60,1.51,1.05,0.001479565,60.9047619,0.095238095,0.261904762,2.13547619,1.21428571,-0.27333333,0.58316667,2.49783333,19.23428571,0.60307143,1.01071429,18.70873095,2.21428571,-0.7931534,0.46616394,-3.24857143,0.80595238
ExtVal_99,1,10.03,0.11547619,1.607142857,0.347857143,-0.135952381,1.335714286,1.51547619,0.483986604,8.807106624,4906.96484,5,3,28.571,42.857,11.905,47.619,7.143,-0.000714286,0.436904762,-0.145238095,0.273095238,-0.185690476,-0.168214286,-0.153214286,0.088357143,0.243857143,30,0,40,1.35,1.11,0.001659687,85.9047619,0.071428571,0.30952381,2.02380952,1.26190476,-0.21690476,0.62247619,2.36433333,19.60833333,0.61695238,1.0052381,19.53423571,2.23809524,-0.93898867,0.4780827,-2.8797619,0.68071429
ExtVal_100,1,10.03,0.064285714,1.504047619,0.315952381,-0.023571429,1.392857143,1.413095238,0.592772574,8.807106624,4957.96924,4,3,28.571,42.857,9.524,50,7.143,-0.008809524,0.420952381,-0.204761905,0.257142857,-0.271547619,-0.161857143,-0.172142857,-0.0000238,0.283904762,30,12.57,40,1.38,1.09,0.001642611,89.13809524,0.095238095,0.30952381,2.0902381,1.28571429,-0.22880952,0.6167619,2.37195238,19.24428571,0.59314286,1.02404762,19.55275952,2.28571429,-0.7183389,0.48453753,-1.72214286,0.78309524
