ID,Label,pI,hydrophobicity_Cid,hydrophobicity_Jones,hydrophobicity_Ponnuswamy,hydrophobicity_Welling,hydrophobicity_Zimmerman,charge,mw,Aliphatic,Acidic,%Tiny,%Small,%Aliphatic,%Polar,%Acidic,Electronic_Properties,Electrophilicity,Hardness,H_bonding,Hydrophobicity_index,"Bulky_properties,",Compositional_characteristic_index,Local_flexibility,Electronic_properties,Penetration Depth,Propensity to in vitro Aggregation,Angle Subtended by the Hydrophobic Residues,Amphiphilicity Index,Propensity to PPII coil,Charge Density,Instabilidy Index,Aromaticity,Hydroph Ratio,AASI,ABHPRK,argos,bulkiness,cougar,Ez,flexibility,levitt_alpha,MSS,pepcats,PPCALI,refractivity,t_scale,z3,hydrophobicity_Janin,hydrophobicity_Wolfenden,Aromatic,Basic,%Aromatic,%Charged,Linear Moment,hmoment,hydrophobicity_Wilson
MDPs_400,MDPs,9.667771694,0.569,1.91,1.123,-0.4325,1.939,2.873149766,2198.84014,9,0,20,50,45,25,0,-0.4585,-0.1945,0.154,0.093,0.0598,0.0077,0.4361,0.21985,0.2521,11,395.78,80,0.55,1.08,0.00121883,36.95,0.05,0.6,1.8845,1.05,0.3105,0.7823,2.8122,20.6425,0.5292,0.992,20.01937,1.6,-0.11191064,0.42906184,-6.781,-2.3895,0.065,-1.2355,1,3,5,15,0.31,0.551470956,3.145
MDPs_401,MDPs,10.51267273,0.525294118,1.807058824,1.112941176,-0.360588235,1.887058824,3.873146455,2027.60064,6,0,29.412,29.412,35.294,41.176,0,-0.708235294,-0.064117647,-0.153529412,0.191764706,0.394764706,0.202470588,0.331588235,-0.049647059,0.536294118,13,131.37,120,0.79,1.01,0.001814963,20.74117647,0.117647059,0.588235294,1.93529412,1.23529412,0.46588235,0.77129412,2.62352941,21.29352941,0.5,1.07529412,21.15731765,2,-0.26256817,0.5017358,-1.04823529,-2.21176471,-0.052941176,-3.177058824,2,4,11.765,23.529,0.32,0.707981233,2.552941176
MDPs_402,MDPs,10.50925138,0.190344828,1.47862069,0.616896552,-0.31,1.419655172,4.964948878,3247.95354,7,1,31.034,37.931,24.138,41.379,3.448,-0.483793103,-0.00137931,-0.061034483,0.202068966,0.057103448,-0.065137931,0.382172414,-0.270206897,0.045965517,15,7.5,70,1.09,0.87,0.001453541,36.46896552,0.103448276,0.379310345,2.19241379,1.13793103,0.07689655,0.63251724,2.86017241,20.32413793,0.56465517,1.02551724,17.84177241,1.79310345,-0.45199251,0.41998751,-4.25724138,-1.31206897,-0.148275862,-3.07137931,4,7,13.793,27.586,0.22,0.69210285,1.831034483
MDPs_403,MDPs,9.667771694,0.44875,1.679166667,0.9575,-0.205,1.717916667,2.873149766,2548.30354,11,0,33.333,50,45.833,20.833,0,-0.180833333,0.0175,0.219166667,0.133333333,0.199458333,-0.133791667,0.55625,0.286125,0.044791667,8,132.45,150,0.46,1.04,0.001051682,26.97916667,0.041666667,0.666666667,1.88916667,0.91666667,0.67875,0.71675,2.74029167,20.51125,0.43404167,1.09666667,18.8926625,1.58333333,-0.2267751,0.3929873,-9.51,-2.29333333,0.1,-0.79,1,3,4.167,12.5,0.39,0.539740162,2.720833333
MDPs_404,MDPs,9.537300874,0.377857143,1.573571429,1.06,-0.364285714,1.585,0.997840716,1459.79234,7,1,28.571,57.143,50,28.571,7.143,-0.808571429,-0.509285714,0.156428571,0.075714286,-0.200571429,-0.085785714,0.792928571,-0.227,0.146357143,10,45.8,200,0.52,0.88,0.000677499,-8.214285714,0.071428571,0.571428571,2.24428571,1.07142857,0.14357143,0.69707143,3.2405,19.72142857,0.5655,0.98357143,17.74238571,1.35714286,1.48448207,0.33252158,-7.66142857,-3.11785714,0.05,-1.168571429,1,2,7.143,21.429,0.42,0.597464281,2.264285714
MDPs_405,MDPs,9.537300874,0.381875,1.59875,1.0625,-0.549375,1.605625,0.997840716,1630.00354,8,1,31.25,50,50,25,6.25,-0.646875,-0.536875,0.25,0.091875,0.03625,-0.1151875,0.8864375,-0.237875,-0.030875,11,158.52,240,0.46,0.86,0.000606752,11.78125,0.0625,0.5625,2.211875,1,0.27125,0.6493125,3.3101875,20.623125,0.6120625,0.980625,16.6518,1.25,0.55739819,0.31925993,-8.941875,-3.115625,0.10625,-0.731875,1,2,6.25,18.75,0.46,0.557070593,2.46875
MDPs_406,MDPs,9.539380767,0.404117647,1.611764706,1.05,-0.456470588,1.610588235,1.088749807,1797.17094,8,1,29.412,47.059,47.059,35.294,5.882,-0.56,-0.316470588,0.268235294,0.116470588,0.020235294,-0.069647059,0.644647059,-0.199235294,0.077705882,12,1.54,160,0.52,0.94,0.000573686,37.17058824,0.058823529,0.529411765,2.24058824,1.11764706,0.12764706,0.66376471,3.24917647,20.29529412,0.59564706,0.99058824,18.23335882,1.52941176,0.68203424,0.33981549,-6.1,-2.45941176,0.082352941,-1.738823529,2,3,11.765,23.529,0.34,0.602362746,2.005882353
MDPs_407,MDPs,6.337368803,0.432307692,1.706923077,1.037692308,-0.929230769,1.724615385,-0.00186425,1436.71394,5,1,23.077,38.462,38.462,30.769,7.692,-0.28,-0.617692308,0.292307692,-0.046923077,0.374384615,0.106692308,0.673769231,-0.204153846,-0.200076923,14,44.24,230,0.28,0.89,-0.00000766,45.99230769,0.153846154,0.538461538,2.12846154,1.15384615,0.40076923,0.66892308,3.22030769,22.68461538,0.59953846,0.98153846,18.21194615,1.38461538,0.07159531,0.37110456,-3.11230769,-2.4,0.130769231,-1.610769231,2,1,15.385,15.385,0.36,0.622578802,2.9
MDPs_408,MDPs,6.337368803,0.417692308,1.627692308,1.096153846,-0.723846154,1.684615385,-0.00186425,1432.72314,6,1,23.077,46.154,46.154,38.462,7.692,-0.593846154,-0.773846154,0.336923077,-0.022307692,0.189307692,0.086615385,0.686384615,-0.127923077,0.013461538,13,55.43,190,0.28,0.94,-0.00000768,39.46153846,0.076923077,0.538461538,2.15538462,1.15384615,0.34615385,0.72846154,3.19230769,21.90615385,0.59307692,0.98923077,19.66153077,1.46153846,0.31061208,0.36301977,-2.89461538,-2.63692308,0.1,-1.958461538,1,1,7.692,15.385,0.34,0.622015599,2.515384615
MDPs_409,MDPs,9.537300874,0.2975,1.4575,0.9525,-0.145625,1.49125,0.997840716,1615.97674,8,1,31.25,56.25,50,25,6.25,-0.6225,-0.53,0.26875,0.090625,-0.1625,-0.1705625,0.9778125,-0.1941875,-0.0281875,10,17.26,240,0.46,0.85,0.00061202,-13.65,0.0625,0.5625,2.2225,1,0.3275,0.6499375,3.241625,20.136875,0.570375,0.9975,16.40173125,1.25,0.56992231,0.31129497,-9.9325,-3.01625,0.0875,-0.73375,1,2,6.25,18.75,0.42,0.568650271,2.7125
MDPs_410,MDPs,9.537300874,0.310625,1.50125,0.93375,-0.280625,1.505625,0.997840716,1649.99394,7,1,31.25,56.25,43.75,25,6.25,-0.463125,-0.45125,0.1775,0.069375,-0.1595625,-0.131,0.8571875,-0.2269375,-0.0203125,10,18.79,240,0.46,0.86,0.000599401,-5.9375,0.125,0.5625,2.209375,1.0625,0.25875,0.6445,3.219125,20.179375,0.55475,0.983125,16.64138125,1.3125,1.18493275,0.3269016,-9.005625,-2.826875,0.0875,-0.92375,2,2,12.5,18.75,0.42,0.569913539,2.76875
MDPs_415,MDPs,9.539380767,0.348823529,1.554705882,0.981764706,-0.474117647,1.551764706,1.088749807,1739.09084,8,1,35.294,47.059,47.059,29.412,5.882,-0.480588235,-0.241176471,0.284117647,0.138235294,0.127823529,-0.164647059,0.703941176,-0.249705882,-0.082058824,13,1.54,160,0.52,0.88,0.000592846,30.83529412,0.058823529,0.529411765,2.24352941,1,0.14352941,0.61176471,3.26270588,20.21529412,0.59564706,0.99764706,16.74218235,1.41176471,0.25097776,0.3177826,-8.73,-2.38823529,0.088235294,-1.303529412,2,3,11.765,23.529,0.35,0.602362746,1.747058824
MPPs_1,MPPs,13.10476739,-0.033333333,1.13952381,0.52,0.215238095,1.204285714,6.0885818,2434.87944,6,0,28.571,42.857,28.571,52.381,0,-1.11047619,0.255238095,0.264285714,0.337619048,-0.387190476,-0.064428571,0.466238095,0.121952381,0.64047619,16,0,60,0.89,1.01,0.002476949,84.1952381,0.047619048,0.333333333,2.06095238,1.23809524,0.05904762,0.62938095,2.35804762,18.71,0.64280952,0.98571429,17.88012857,1.85714286,-0.87577859,0.38764793,-8.3347619,-1.10285714,-0.295238095,-6.047142857,2,7,9.524,33.333,0.33,0.805829174,1.4
MPPs_2,MPPs,13.27818175,0.328571429,1.547142857,0.977619048,0.23952381,1.636666667,6.99796112,2650.30744,9,0,9.524,19.048,42.857,38.095,0,-1.570952381,0.358095238,0.333809524,0.204761905,-0.01552381,0.379095238,0.66852381,0.282761905,0.793714286,15,0,80,0.88,0.97,0.002637467,121.8666667,0.095238095,0.523809524,1.84809524,1.33333333,0.6247619,0.74638095,2.14314286,20.2452381,0.57742857,1.07190476,18.67961905,1.76190476,-1.52364336,0.47398475,-2.99142857,-2.07,-0.242857143,-6.098095238,2,7,9.524,33.333,0.23,1.13341873,2.966666667
MPPs_3,MPPs,10.63252186,-0.0664,1.1144,0.3848,0.2636,1.1548,4.872559698,2637.15394,8,0,40,52,32,48,0,-0.2488,-0.2636,0.3464,0.264,-0.21112,-0.31024,0.51128,-0.1444,0.10208,30,0,60,0.83,0.95,0.001774271,53.664,0.04,0.44,2.1564,0.96,0.13,0.59488,2.66176,18.8,0.55336,1.0936,17.816624,1.8,-0.88484454,0.36399718,-7.6392,-0.588,-0.212,-3.2972,1,5,4,20,0.19,0.359477774,1.332
MPPs_4,MPPs,12.98094072,0.220625,1.429375,0.76625,0.31375,1.4775,5.088585111,1875.29974,6,0,18.75,37.5,37.5,37.5,0,-1.2225,0.559375,0.2575,0.310625,-0.3125,0.0589375,0.5668125,0.154125,0.61725,15,0,160,0.93,0.96,0.002682799,34.875,0.0625,0.4375,1.99125,1.25,0.1975,0.6671875,2.361,18.955625,0.5885,1.000625,17.33794375,1.75,-0.89791146,0.40940219,-8.024375,-1.62,-0.23125,-5.168125,2,6,12.5,37.5,0.27,0.605045666,2.13125
MPPs_14,MPPs,11.65178158,0.232941176,1.275294118,0.991176471,-0.417647059,1.351176471,2.088595045,1630.99714,8,0,41.176,47.059,47.059,17.647,0,-0.817058824,-0.181764706,0.182941176,0.244117647,0.153352941,-0.335823529,1.027588235,-0.313176471,-0.123176471,12,0,280,0.45,0.73,0.001245264,43.85882353,0,0.470588235,2.25705882,0.76470588,0.35823529,0.54005882,3.33211765,20.34941176,0.63976471,0.94764706,13.24434118,1.05882353,-1.73443559,0.27836406,-16.53235294,-3.28411765,0.164705882,-0.471764706,1,3,5.882,17.647,0.34,0.72000644,2.458823529
MPPs_19,MPPs,10.33341987,0.1564,1.3112,0.6768,0.1152,1.324,2.088606223,2549.07024,12,2,32,56,48,36,8,-0.4884,-0.2028,0.4468,0.1636,-0.24668,-0.25888,0.7336,-0.17016,-0.07832,23,3.13,100,0.65,0.89,0.000796375,3.784,0,0.52,2.2876,1,0.1708,0.61592,3.02128,19.1692,0.54168,1.0728,17.103848,1.52,0.16021235,0.30523395,-7.6416,-1.6,-0.076,-2.1772,1,5,4,28,0.2,0.592547051,1.268
MPPs_20,MPPs,11.24759418,0.000789474,1.446315789,0.348421053,-0.153684211,1.461578947,7.000942774,4291.19574,11,3,18.421,28.947,28.947,47.368,7.895,-0.973947368,-0.246052632,0.342894737,0.154210526,-0.266289474,-0.009868421,0.5835,0.080657895,0.126578947,30,0,160,1.1,0.92,0.001628235,17.10263158,0.052631579,0.342105263,2.17868421,1.23684211,-0.01078947,0.64613158,2.72378947,19.58105263,0.67326316,1.05710526,17.42624474,1.65789474,0.08256062,0.38029502,-4.04815789,-1.32289474,-0.365789474,-4.082105263,2,10,5.263,34.211,0.18,0.759576473,1.284210526
MPPs_21,MPPs,5.079386444,-0.062555556,1.095666667,0.462666667,0.059,1.150333333,-7.721444525,10208.31874,26,15,30,50,28.889,54.444,16.667,0.026333333,-0.384555556,0.229777778,-0.034333333,-0.229666667,-0.238511111,0.116711111,0.017144444,-0.103488889,30,63.22,20,0.65,1.01,-0.000846471,54.75111111,0.044444444,0.4,2.29844444,1.15555556,-0.033,0.6247,2.72122222,19.32688889,0.52311111,1.11611111,20.01143,2.01111111,-0.2769983,0.39259608,0.03777778,0.63522222,-0.135555556,-5.107,11,14,12.222,32.222,0.1,0.530622908,1.173333333
MPPs_22,MPPs,12.51644805,0.0095,1.305,0.4025,0.3595,1.1775,5.088736562,2472.88484,6,1,15,40,30,60,5,-0.9935,0.4005,0.4595,0.232,-0.43725,0.11235,0.1859,0.10025,0.495,20,3.72,40,1.34,1.04,0.002034486,49.67,0.05,0.3,2.102,1.35,-0.128,0.6833,2.2054,18.341,0.5979,1.051,19.98752,2.1,-0.68091571,0.43261227,-0.198,0.2455,-0.445,-7.343,2,7,10,40,0.35,0.67174569,0.79
MPPs_24,MPPs,12.35341238,0.1428,1.4532,0.6184,-0.2356,1.172,7.873133209,3035.69174,5,0,32,40,20,44,0,-0.686,0.6528,-0.166,0.3304,-0.19636,0.01048,0.03104,-0.08,0.58852,15,0,70,1.53,1.02,0.002529919,77.924,0.12,0.36,2.0268,1.2,-0.0012,0.63752,2.2786,18.448,0.5766,1.0216,18.729852,2.08,-0.07276642,0.48041383,-3.932,-0.5136,-0.296,-5.9552,3,8,12,32,0.25,0.574149146,1.596
MPPs_28,MPPs,10.62727853,0.079333333,1.302333333,0.566333333,-0.346666667,1.327666667,3.000059376,3177.79594,11,2,33.333,46.667,36.667,40,6.667,-0.55,-0.378333333,0.327333333,0.146,-0.0832,-0.1649,0.667366667,-0.158866667,-0.0955,27,373.56,70,0.7,0.86,0.000940282,36.67333333,0.066666667,0.466666667,2.211,1.03333333,0.16266667,0.61873333,2.92196667,19.79966667,0.55696667,1.07,17.24996333,1.53333333,0.58909066,0.33249471,-6.76133333,-1.66433333,-0.143333333,-2.573333333,2,5,6.667,23.333,0.29,0.718557754,1.223333333
MPPs_29,MPPs,8.231163643,0.316666667,1.442916667,0.919166667,-0.154166667,1.407916667,0.965278599,2584.12304,10,1,37.5,58.333,41.667,29.167,4.167,0.122083333,0.0125,0.074583333,0.096666667,-0.170708333,-0.245666667,0.222291667,0.031666667,0.111166667,13,110.81,150,0.68,1.07,0.000279013,8.925,0.083333333,0.625,2.13125,0.95833333,0.21625,0.66216667,2.84433333,18.27208333,0.42183333,1.10666667,19.4895,1.875,0.93487337,0.38671722,-6.44208333,-1.07208333,0.070833333,-2.14625,3,3,12.5,16.667,0.41,0.39645523,2.120833333
MPPs_31,MPPs,11.47727698,-0.310151515,1.136363636,-0.105606061,0.541818182,1.118181818,13.00050209,6642.68054,22,6,42.424,63.636,33.333,46.97,9.091,-0.382424242,0.005757576,0.678333333,0.334393939,-0.606954545,-0.482424242,0.618136364,0.283848485,-0.024893939,30,0,20,1.04,1.03,0.00195465,39.12121212,0,0.333333333,2.04075758,1.01515152,-0.24863636,0.53878788,2.36159091,17.35424242,0.6444697,1.04787879,16.10017273,1.66666667,0.4583409,0.28273447,-13.66878788,0.0969697,-0.460606061,-4.211212121,0,19,0,37.879,0.17,0.777195841,-0.348484848
MPPs_32,MPPs,8.629466384,-0.102173913,0.991521739,0.519347826,-0.376304348,0.988043478,3.716041163,4798.40864,9,1,58.696,71.739,19.565,52.174,2.174,0.294130435,-0.350434783,-0.050652174,0.293695652,-0.075695652,-0.512608696,0.119956522,-0.175586957,0.148456522,7,0,30,0.61,1.07,0.000647091,57.57391304,0.043478261,0.326086957,2.09326087,0.91304348,-0.07782609,0.54776087,2.67182609,19.57130435,0.61769565,0.93913043,18.8134587,1.95652174,-1.23751643,0.37102199,-10.70695652,0.03652174,-0.023913043,-4.131521739,3,6,6.522,15.217,0.22,0.639603911,1.319565217
MPPs_35,MPPs,9.14510379,0.152105263,1.334736842,0.901578947,-1.208421053,1.334736842,0.997760249,1899.17954,5,1,42.105,52.632,26.316,15.789,5.263,-0.500526316,-0.511578947,-0.314210526,0.164210526,-0.094315789,-0.288473684,0.701052632,-0.601105263,-0.140315789,13,75.09,160,0.92,0.75,0.000519177,25.77368421,0.157894737,0.315789474,2.36263158,0.89473684,-0.18368421,0.488,3.49484211,19.89947368,0.75221053,0.80789474,13.0094,1.21052632,-0.57588053,0.30033289,-14.72210526,-2.73315789,0.078947368,-1.214210526,3,2,15.789,15.789,0.34,0.506375629,2.7
MPPs_37,MPPs,12.33435465,0.012857143,1.19047619,0.576190476,0.056666667,1.233333333,5.964632368,2483.94434,5,0,33.333,42.857,23.81,52.381,0,-0.610952381,0.391428571,0.110952381,0.337142857,-0.154809524,-0.13547619,0.075619048,0.061571429,0.616904762,26,0,60,0.89,1.06,0.00230401,55.76190476,0.047619048,0.380952381,1.98285714,1.14285714,0.01952381,0.61695238,2.15152381,18.85380952,0.59914286,1.02761905,19.00108571,2.0952381,-1.72368091,0.44807587,-5.76619048,0.12,-0.276190476,-6.602380952,2,7,9.524,33.333,0.24,0.635569478,1.276190476
MPPs_41,MPPs,9.540766487,-0.014318182,1.182272727,0.43,-0.927954545,1.165,2.98944547,4619.13854,3,0,43.182,52.273,6.818,18.182,0,0.139545455,-0.176590909,-0.309318182,0.186136364,-0.030681818,-0.222772727,0.436477273,-0.569,-0.42625,15,69.68,80,1.47,0.8,0.000642981,1.161363636,0.25,0.159090909,2.31,0.90909091,-0.09318182,0.44195455,3.23243182,20.05386364,0.68470455,0.81659091,13.41707727,1.59090909,-2.69189018,0.32670521,-13.71409091,-1.13159091,-0.061363636,-2.005681818,11,3,25,6.818,0.48,0.205590284,2.686363636
MPPs_42,MPPs,9.566985229,0.094444444,1.244444444,0.547592593,-1.523518519,1.247222222,2.990028915,5612.67704,3,0,40.741,48.148,5.556,7.407,0,0.173888889,0.192037037,-0.411111111,0.178148148,0.117222222,-0.300092593,0.29987037,-0.282925926,-0.437555556,14,32.22,170,1.03,0.85,0.000529336,9.9,0.166666667,0.277777778,2.26074074,0.81481481,0.29703704,0.44709259,3.21077778,20.93981481,0.63503704,0.86740741,13.24499815,1.44444444,-2.41602571,0.32020099,-15.27962963,-1.78296296,0.051851852,-1.33462963,9,3,16.667,5.556,0.23,0.275517158,2.646296296
MPPs_44,MPPs,9.51341787,0.127708333,1.384791667,0.569166667,-1.199583333,1.354166667,2.989178501,5116.91434,4,0,39.583,47.917,8.333,8.333,0,0.1,0.079791667,-0.374583333,0.162083333,0.090125,-0.17225,0.351645833,-0.287833333,-0.3805,14,186.23,210,1.4,0.88,0.000580234,16.025,0.229166667,0.208333333,2.18854167,0.89583333,0.085625,0.47314583,3.16147917,20.48229167,0.67710417,0.81291667,13.61320625,1.54166667,-2.71893854,0.34223881,-14.98,-1.56729167,0.002083333,-1.670833333,11,3,22.917,6.25,0.23,0.265424716,2.991666667
MPPs_61,MPPs,11.27835379,0.368461538,1.736923077,0.754615385,0.342307692,1.822307692,3.996804164,1424.87694,7,0,23.077,23.077,53.846,38.462,0,-1.325384615,-0.073076923,0.516153846,0.311538462,0.139,0.140461538,1.047230769,0.004538462,0.238769231,13,0,110,1.13,0.87,0.00279817,-36.48461538,0,0.538461538,2.05538462,1.15384615,0.51153846,0.72161538,2.79223077,20.31,0.57376923,1.13307692,17.82965385,1.61538462,-0.73359538,0.37817649,-5.69384615,-2.93538462,-0.253846154,-1.953076923,0,4,0,30.769,0.23,0.248102003,1.607692308
MPPs_62,MPPs,12.97712608,0.683333333,1.843333333,1.605833333,-0.2625,1.540833333,3.997971054,1536.93324,7,0,8.333,33.333,58.333,33.333,0,-1.861666667,0.525833333,0.0275,0.231666667,-0.301083333,0.461,0.430416667,-0.124833333,1.146583333,12,210.16,140,1.39,0.99,0.002596118,49.825,0.083333333,0.583333333,2.02666667,1.33333333,0.1875,0.81391667,2.48541667,18.05666667,0.57291667,1.0075,20.24065,1.83333333,1.08759047,0.4941022,0.23583333,-2.83416667,-0.108333333,-5.9225,1,4,8.333,33.333,0.35,0.529004518,3.008333333
MPPs_63,MPPs,12.53174566,0.376666667,1.6475,0.966666667,0.058333333,1.351666667,3.997387609,1538.90274,5,0,0,33.333,41.667,50,0,-1.634166667,0.316666667,0.166666667,0.1925,-0.629083333,0.399833333,0.292833333,-0.1815,0.8825,16,0,80,1.7,0.98,0.002592145,83.20833333,0.083333333,0.416666667,2.215,1.41666667,-0.10833333,0.80133333,2.53975,17.53333333,0.57641667,1.045,20.76639167,2,1.03393275,0.48454032,3.92083333,-1.65916667,-0.358333333,-6.118333333,1,4,8.333,33.333,0.38,0.337164936,2.225
MPPs_64,MPPs,12.97712608,0.496666667,1.6625,1.405,-0.334166667,1.330833333,3.997971054,1551.90454,6,0,8.333,33.333,50,41.667,0,-1.8575,0.474166667,0.0125,0.22,-0.474416667,0.39875,0.233833333,-0.172833333,1.192083333,14,0,100,1.5,1.01,0.002571075,9.166666667,0.083333333,0.5,2.13583333,1.33333333,-0.055,0.78225,2.47375,17.13583333,0.61458333,1.005,20.263525,1.91666667,1.1772509,0.49112391,1.27583333,-2.18666667,-0.208333333,-6.894166667,1,4,8.333,33.333,0.17,0.35224138,2.441666667
MPPs_70,MPPs,13.10206064,0.4745,1.6165,1.177,0.365,1.5895,4.997967743,2437.06484,11,0,20,20,55,30,0,-1.3275,0.248,0.3695,0.171,0.323,0.37795,0.93475,0.1406,0.4781,13,0,240,0.96,0.89,0.002047574,72.2,0.1,0.6,1.8665,1.2,0.956,0.74805,2.40785,20.932,0.49385,1.126,18.37981,1.65,-1.59079962,0.45765342,-3.5545,-2.7245,-0.045,-4.2255,2,5,10,25,0.15,0.954706239,3.465
MPPs_74,MPPs,12.98094072,0.142941176,1.345294118,0.696470588,0.288823529,1.390588235,5.088585111,2003.43044,6,0,17.647,35.294,35.294,41.176,0,-1.235294118,0.447647059,0.281176471,0.27,-0.345882353,0.052882353,0.506705882,0.142705882,0.604764706,15,0,160,0.95,0.96,0.002511218,53.14705882,0.058823529,0.411764706,2.05352941,1.23529412,0.15,0.66352941,2.39811765,18.67941176,0.60047059,1.01647059,17.49270588,1.76470588,-0.99039295,0.40919213,-6.93117647,-1.43235294,-0.258823529,-5.415882353,2,6,11.765,35.294,0.31,0.805829174,1.994117647
MPPs_75,MPPs,12.80743043,0.178125,1.37625,0.7275,0.270625,1.425625,4.088588423,1847.24294,6,0,18.75,37.5,37.5,37.5,0,-1.09375,0.35125,0.309375,0.225,-0.2906875,0.0239375,0.558875,0.154875,0.4720625,14,0,170,0.86,0.96,0.002182198,55.84375,0.0625,0.4375,2.0625,1.1875,0.201875,0.66775,2.525,18.87375,0.578125,1.02,17.3957875,1.6875,-0.87733119,0.39558841,-7.679375,-1.644375,-0.1875,-4.509375,2,5,12.5,31.25,0.27,0.805829174,2.1875
MPPs_76,MPPs,12.80743043,0.259285714,1.503571429,0.770714286,0.358571429,1.562857143,4.088588423,1719.11224,5,0,7.143,28.571,35.714,42.857,0,-1.318571429,0.47,0.287857143,0.2,-0.332357143,0.217714286,0.451857143,0.252142857,0.664214286,15,0,160,0.98,1,0.002344845,62.39285714,0.071428571,0.428571429,2.03142857,1.35714286,0.21928571,0.7315,2.39214286,19.10928571,0.57142857,1.03357143,18.87875714,1.85714286,-0.88972265,0.44481207,-3.5,-1.565,-0.257142857,-5.462857143,2,5,14.286,35.714,0.24,0.805829174,2.435714286
MPPs_77,MPPs,13.27818175,0.226190476,1.415238095,0.897142857,0.219047619,1.51047619,6.99796112,2560.18274,9,0,14.286,23.81,42.857,38.095,0,-1.604285714,0.293333333,0.345238095,0.255714286,-0.084666667,0.236619048,0.728285714,0.229095238,0.739857143,15,0,80,0.88,0.94,0.002730309,117.8238095,0.047619048,0.476190476,1.90238095,1.23809524,0.5447619,0.70361905,2.2087619,19.95285714,0.62304762,1.04761905,17.60729524,1.66666667,-1.96178388,0.44106681,-5.69809524,-2.05380952,-0.252380952,-5.948095238,1,7,4.762,33.333,0.23,1.114893632,2.666666667
MPPs_78,MPPs,11.99739071,0.058695652,1.362173913,0.434782609,-0.071304348,1.368695652,5.087709944,2443.92354,6,0,34.783,43.478,26.087,34.783,0,-0.508695652,0.170869565,0.22826087,0.261304348,-0.135086957,-0.178304348,0.608913043,-0.071782609,0.041826087,15,0,180,0.86,0.9,0.002057777,27.80869565,0.130434783,0.391304348,2.12956522,1.08695652,0.05521739,0.56913043,2.8163913,19.34,0.59421739,0.99043478,15.66406522,1.56521739,-0.04460982,0.34307241,-11.30130435,-1.60173913,-0.169565217,-2.628695652,4,6,17.391,26.087,0.33,0.686238917,1.560869565
MPPs_79,MPPs,13.10476739,-0.016190476,1.182380952,0.523333333,0.228095238,1.088095238,6.0885818,2473.91604,6,0,28.571,42.857,28.571,52.381,0,-1.132857143,0.393333333,0.218095238,0.342857143,-0.406380952,-0.02952381,0.402714286,0.082809524,0.623095238,16,0,60,1.22,1.01,0.002437861,78.61428571,0.047619048,0.285714286,2.08333333,1.23809524,0.0052381,0.6342381,2.36185714,18.32952381,0.64280952,0.98190476,18.00720952,1.9047619,-0.79974359,0.40234904,-7.38,-0.96380952,-0.304761905,-6.290952381,2,7,9.524,33.333,0.32,0.805829174,1.419047619
MPPs_81,MPPs,12.91018407,-0.173076923,1.023846154,0.310512821,0.186923077,1.056153846,12.08654463,4262.98984,10,0,35.897,48.718,25.641,48.718,0,-0.979230769,0.191794872,0.236666667,0.403846154,-0.498282051,-0.235333333,0.524820513,-0.134564103,0.43925641,30,0,30,1.14,0.92,0.002821292,46.11538462,0.051282051,0.282051282,2.17948718,1.1025641,-0.16333333,0.54746154,2.48874359,17.83128205,0.67515385,0.97461538,15.91357949,1.76923077,-0.97107703,0.34511386,-11.02205128,-0.82435897,-0.379487179,-5.392820513,3,13,7.692,33.333,0.22,0.833130667,0.782051282
MPPs_82,MPPs,10.80539353,0.45,1.675384615,0.933076923,0.403846154,1.784615385,1.997394232,1420.80134,7,0,30.769,30.769,53.846,23.077,0,-0.584615385,-0.156153846,0.497692308,0.101538462,0.418,0.154153846,1.132230769,0.108615385,-0.064230769,12,8.25,230,0.56,0.87,0.001399935,-15.39230769,0.153846154,0.692307692,1.91615385,1.07692308,0.95769231,0.71438462,2.82192308,21.32769231,0.41038462,1.15846154,17.60646923,1.46153846,-0.23981954,0.38038308,-7.48307692,-3.09153846,0.053846154,-0.611538462,2,2,15.385,15.385,0.43,0.554504229,3.138461538
MPPs_83,MPPs,13.27818175,0.275714286,1.519047619,0.92952381,0.099047619,1.455238095,6.99796112,2613.24614,9,0,14.286,19.048,42.857,38.095,0,-1.634761905,0.431904762,0.312380952,0.259047619,0.032142857,0.308666667,0.650857143,0.19152381,0.693380952,14,0,80,1.21,0.94,0.002674871,107.1142857,0.047619048,0.428571429,1.90571429,1.23809524,0.52095238,0.708,2.22171429,19.98285714,0.63695238,1.04666667,17.79791905,1.71428571,-2.10783321,0.46152296,-4.21904762,-1.9452381,-0.257142857,-6.184285714,1,7,4.762,33.333,0.22,1.133401762,2.60952381
MPPs_84,MPPs,13.34508542,0.343333333,1.502380952,1.199047619,-0.14,1.292380952,7.997957809,2642.24794,9,0,4.762,47.619,42.857,42.857,0,-1.937142857,0.488571429,-0.027142857,0.294761905,-0.933904762,0.236857143,0.266857143,-0.026761905,1.348857143,14,0,60,1.32,1.05,0.003023605,73.24761905,0.047619048,0.428571429,2.10238095,1.38095238,-0.23238095,0.766,2.33095238,16.6852381,0.66857143,0.91761905,19.48202381,1.85714286,1.14231092,0.4640086,-2.90333333,-2.05571429,-0.29047619,-7.340952381,1,8,4.762,38.095,0.18,1.137685248,2.561904762
